ID,Date,Target,Region
9,6/21/2012,0,LA
9,6/22/2012,0,LA
9,6/23/2012,0,LA
9,6/24/2012,0,LA
9,6/25/2012,0,LA
9,6/26/2012,0,LA
9,6/27/2012,0,LA
9,6/28/2012,0,LA
9,6/29/2012,0,LA
9,6/30/2012,0,LA
9,7/1/2012,0,LA
9,7/2/2012,0,LA
9,7/3/2012,0,LA
9,7/4/2012,0,LA
9,7/5/2012,0,LA
9,7/6/2012,0,LA
9,7/7/2012,0,LA
9,7/8/2012,0,LA
9,7/9/2012,0,LA
9,7/10/2012,0,LA
9,7/11/2012,0,LA
9,7/12/2012,0,LA
9,7/13/2012,0,LA
9,7/14/2012,0,LA
9,7/15/2012,0,LA
9,7/16/2012,0,LA
9,7/17/2012,0,LA
9,7/18/2012,0,LA
9,7/19/2012,0,LA
9,7/20/2012,0,LA
9,7/21/2012,0,LA
9,7/22/2012,0,LA
9,7/23/2012,0,LA
9,7/24/2012,0,LA
9,7/25/2012,0,LA
9,7/26/2012,0,LA
9,7/27/2012,0,LA
9,7/28/2012,0,LA
9,7/29/2012,0,LA
9,7/30/2012,0,LA
9,7/31/2012,0,LA
9,8/1/2012,0,LA
9,8/2/2012,0,LA
9,8/3/2012,0,LA
9,8/4/2012,0,LA
9,8/5/2012,0,LA
9,8/6/2012,0,LA
9,8/7/2012,0,LA
9,8/8/2012,0,LA
9,8/9/2012,0,LA
9,8/10/2012,0,LA
9,8/11/2012,0,LA
9,8/12/2012,0,LA
9,8/13/2012,0,LA
9,8/14/2012,0,LA
9,8/15/2012,0,LA
9,8/16/2012,0,LA
9,8/17/2012,0,LA
9,8/18/2012,0,LA
9,8/19/2012,0,LA
9,8/20/2012,0,LA
9,8/21/2012,0,LA
9,8/22/2012,0,LA
9,8/23/2012,0,LA
9,8/24/2012,0,LA
9,8/25/2012,0,LA
9,8/26/2012,0,LA
9,8/27/2012,0,LA
9,8/28/2012,0,LA
9,8/29/2012,0,LA
9,8/30/2012,0,LA
9,8/31/2012,0,LA
9,9/1/2012,0,LA
9,9/2/2012,0,LA
9,9/3/2012,0,LA
9,9/4/2012,0,LA
9,9/5/2012,0,LA
9,9/6/2012,0,LA
9,9/7/2012,0,LA
9,9/8/2012,0,LA
9,9/9/2012,0,LA
9,9/10/2012,0,LA
9,9/11/2012,0,LA
9,9/12/2012,0,LA
9,9/13/2012,0,LA
9,9/14/2012,0,LA
9,9/15/2012,0,LA
9,9/16/2012,0,LA
9,9/17/2012,0,LA
9,9/18/2012,0,LA
9,9/19/2012,0,LA
9,9/20/2012,0,LA
9,9/21/2012,0,LA
9,9/22/2012,0,LA
9,9/23/2012,0,LA
9,9/24/2012,0,LA
9,9/25/2012,0,LA
9,9/26/2012,0,LA
9,9/27/2012,0,LA
9,9/28/2012,0,LA
9,9/29/2012,0,LA
9,9/30/2012,0,LA
9,10/1/2012,0,LA
9,10/2/2012,0,LA
9,10/3/2012,0,LA
9,10/4/2012,0,LA
9,10/5/2012,0,LA
9,10/6/2012,0,LA
9,10/7/2012,0,LA
9,10/8/2012,0,LA
9,10/9/2012,0,LA
9,10/10/2012,0,LA
9,10/11/2012,0,LA
9,10/12/2012,0,LA
9,10/13/2012,0,LA
9,10/14/2012,0,LA
9,10/15/2012,0,LA
9,10/16/2012,0,LA
9,10/17/2012,0,LA
9,10/18/2012,0,LA
9,10/19/2012,0,LA
9,10/20/2012,0,LA
9,10/21/2012,0,LA
9,10/22/2012,0,LA
9,10/23/2012,0,LA
9,10/24/2012,0,LA
9,10/25/2012,0,LA
9,10/26/2012,0,LA
9,10/27/2012,0,LA
9,10/28/2012,0,LA
9,10/29/2012,0,LA
9,10/30/2012,0,LA
9,10/31/2012,0,LA
9,11/1/2012,0,LA
9,11/2/2012,0,LA
9,11/3/2012,0,LA
9,11/4/2012,0,LA
9,11/5/2012,0,LA
9,11/6/2012,0,LA
9,11/7/2012,0,LA
9,11/8/2012,0,LA
9,11/9/2012,0,LA
9,11/10/2012,0,LA
9,11/11/2012,0,LA
9,11/12/2012,0,LA
9,11/13/2012,0,LA
9,11/14/2012,0,LA
9,11/15/2012,0,LA
9,11/16/2012,0,LA
9,11/17/2012,0,LA
9,11/18/2012,0,LA
9,11/19/2012,0,LA
9,11/20/2012,0,LA
9,11/21/2012,0,LA
9,11/22/2012,0,LA
9,11/23/2012,0,LA
9,11/24/2012,0,LA
9,11/25/2012,0,LA
9,11/26/2012,0,LA
9,11/27/2012,0,LA
9,11/28/2012,0,LA
9,11/29/2012,0,LA
9,11/30/2012,0,LA
9,12/1/2012,0,LA
9,12/2/2012,0,LA
9,12/3/2012,0,LA
9,12/4/2012,0,LA
9,12/5/2012,0,LA
9,12/6/2012,0,LA
9,12/7/2012,0,LA
9,12/8/2012,0,LA
9,12/9/2012,0,LA
9,12/10/2012,0,LA
9,12/11/2012,0,LA
9,12/12/2012,0,LA
9,12/13/2012,0,LA
9,12/14/2012,0,LA
9,12/15/2012,0,LA
9,12/16/2012,0,LA
9,12/17/2012,0,LA
9,12/18/2012,0,LA
9,12/19/2012,0,LA
9,12/20/2012,0,LA
9,12/21/2012,0,LA
9,12/22/2012,0,LA
9,12/23/2012,0,LA
9,12/24/2012,0,LA
9,12/25/2012,0,LA
9,12/26/2012,0,LA
9,12/27/2012,0,LA
9,12/28/2012,1,LA
9,12/29/2012,1,LA
9,12/30/2012,1,LA
9,12/31/2012,1,LA
9,1/1/2013,1,LA
9,1/2/2013,1,LA
9,1/3/2013,1,LA
9,1/4/2013,1,LA
9,1/5/2013,0,LA
9,1/6/2013,0,LA
9,1/7/2013,0,LA
9,1/8/2013,0,LA
9,1/9/2013,0,LA
9,1/10/2013,0,LA
9,1/11/2013,0,LA
9,1/12/2013,0,LA
9,1/13/2013,0,LA
9,1/14/2013,0,LA
9,1/15/2013,0,LA
9,1/16/2013,0,LA
9,1/17/2013,0,LA
9,1/18/2013,0,LA
9,1/19/2013,0,LA
9,1/20/2013,0,LA
9,1/21/2013,0,LA
9,1/22/2013,0,LA
9,1/23/2013,0,LA
9,1/24/2013,0,LA
9,1/25/2013,0,LA
9,1/26/2013,0,LA
9,1/27/2013,0,LA
9,1/28/2013,0,LA
9,1/29/2013,0,LA
9,1/30/2013,0,LA
9,1/31/2013,0,LA
9,2/1/2013,0,LA
9,2/2/2013,0,LA
9,2/3/2013,0,LA
9,2/4/2013,0,LA
9,2/5/2013,0,LA
9,2/6/2013,0,LA
9,2/7/2013,0,LA
9,2/8/2013,0,LA
9,2/9/2013,0,LA
9,2/10/2013,0,LA
9,2/11/2013,0,LA
9,2/12/2013,0,LA
9,2/13/2013,0,LA
9,2/14/2013,0,LA
9,2/15/2013,0,LA
9,2/16/2013,0,LA
9,2/17/2013,0,LA
9,2/18/2013,0,LA
9,2/19/2013,0,LA
9,2/20/2013,0,LA
9,2/21/2013,0,LA
9,2/22/2013,0,LA
9,2/23/2013,0,LA
9,2/24/2013,0,LA
9,2/25/2013,0,LA
9,2/26/2013,0,LA
9,2/27/2013,0,LA
9,2/28/2013,0,LA
9,3/1/2013,0,LA
9,3/2/2013,0,LA
9,3/3/2013,0,LA
9,3/4/2013,0,LA
9,3/5/2013,0,LA
9,3/6/2013,0,LA
9,3/7/2013,0,LA
9,3/8/2013,0,LA
9,3/9/2013,0,LA
9,3/10/2013,0,LA
9,3/11/2013,0,LA
9,3/12/2013,0,LA
9,3/13/2013,0,LA
9,3/14/2013,0,LA
9,3/15/2013,0,LA
9,3/16/2013,0,LA
9,3/17/2013,0,LA
9,3/18/2013,0,LA
9,3/19/2013,0,LA
9,3/20/2013,0,LA
9,3/21/2013,0,LA
9,3/22/2013,0,LA
9,3/23/2013,0,LA
9,3/24/2013,0,LA
9,3/25/2013,0,LA
9,3/26/2013,0,LA
9,3/27/2013,0,LA
9,3/28/2013,0,LA
9,3/29/2013,0,LA
9,3/30/2013,0,LA
9,3/31/2013,0,LA
9,4/1/2013,0,LA
9,4/2/2013,0,LA
9,4/3/2013,0,LA
9,4/4/2013,0,LA
9,4/5/2013,0,LA
9,4/6/2013,0,LA
9,4/7/2013,0,LA
9,4/8/2013,0,LA
9,4/9/2013,0,LA
9,4/10/2013,0,LA
9,4/11/2013,0,LA
9,4/12/2013,0,LA
9,4/13/2013,0,LA
9,4/14/2013,0,LA
9,4/15/2013,0,LA
9,4/16/2013,0,LA
9,4/17/2013,0,LA
9,4/18/2013,0,LA
9,4/19/2013,0,LA
9,4/20/2013,0,LA
9,4/21/2013,0,LA
9,4/22/2013,0,LA
9,4/23/2013,0,LA
9,4/24/2013,0,LA
9,4/25/2013,0,LA
9,4/26/2013,0,LA
9,4/27/2013,0,LA
9,4/28/2013,0,LA
9,4/29/2013,0,LA
9,4/30/2013,0,LA
13,5/31/2024,0,LA
13,6/1/2024,0,LA
13,6/2/2024,0,LA
13,6/3/2024,0,LA
13,6/4/2024,0,LA
13,6/5/2024,0,LA
13,6/6/2024,0,LA
13,6/7/2024,0,LA
13,6/8/2024,0,LA
13,6/9/2024,0,LA
13,6/10/2024,0,LA
13,6/11/2024,0,LA
13,6/12/2024,0,LA
13,6/13/2024,0,LA
13,6/14/2024,0,LA
13,6/15/2024,0,LA
13,6/16/2024,0,LA
13,6/17/2024,0,LA
13,6/18/2024,0,LA
13,6/19/2024,0,LA
13,6/20/2024,0,LA
13,6/21/2024,0,LA
13,6/22/2024,0,LA
13,6/23/2024,0,LA
13,6/24/2024,0,LA
13,6/25/2024,0,LA
13,6/26/2024,0,LA
13,6/27/2024,0,LA
13,6/28/2024,0,LA
13,6/29/2024,0,LA
13,6/30/2024,0,LA
13,7/1/2024,0,LA
13,7/2/2024,0,LA
13,7/3/2024,0,LA
13,7/4/2024,0,LA
13,7/5/2024,0,LA
13,7/6/2024,0,LA
13,7/7/2024,0,LA
13,7/8/2024,0,LA
13,7/9/2024,0,LA
13,7/10/2024,0,LA
13,7/11/2024,0,LA
13,7/12/2024,0,LA
13,7/13/2024,0,LA
13,7/14/2024,0,LA
13,7/15/2024,0,LA
13,7/16/2024,0,LA
13,7/17/2024,0,LA
13,7/18/2024,0,LA
13,7/19/2024,0,LA
13,7/20/2024,0,LA
13,7/21/2024,0,LA
13,7/22/2024,0,LA
13,7/23/2024,0,LA
13,7/24/2024,0,LA
13,7/25/2024,0,LA
13,7/26/2024,0,LA
13,7/27/2024,0,LA
13,7/28/2024,0,LA
13,7/29/2024,0,LA
13,7/30/2024,0,LA
13,7/31/2024,0,LA
13,8/1/2024,0,LA
13,8/2/2024,0,LA
13,8/3/2024,0,LA
13,8/4/2024,0,LA
13,8/5/2024,0,LA
13,8/6/2024,0,LA
13,8/7/2024,0,LA
13,8/8/2024,0,LA
13,8/9/2024,0,LA
13,8/10/2024,0,LA
13,8/11/2024,0,LA
13,8/12/2024,0,LA
13,8/13/2024,0,LA
13,8/14/2024,0,LA
13,8/15/2024,0,LA
13,8/16/2024,0,LA
13,8/17/2024,0,LA
13,8/18/2024,0,LA
13,8/19/2024,0,LA
13,8/20/2024,0,LA
13,8/21/2024,0,LA
13,8/22/2024,0,LA
13,8/23/2024,0,LA
13,8/24/2024,0,LA
13,8/25/2024,0,LA
13,8/26/2024,0,LA
13,8/27/2024,0,LA
13,8/28/2024,0,LA
13,8/29/2024,0,LA
13,8/30/2024,0,LA
13,8/31/2024,0,LA
13,9/1/2024,0,LA
13,9/2/2024,0,LA
13,9/3/2024,0,LA
13,9/4/2024,0,LA
13,9/5/2024,0,LA
13,9/6/2024,0,LA
13,9/7/2024,0,LA
13,9/8/2024,0,LA
13,9/9/2024,0,LA
13,9/10/2024,0,LA
13,9/11/2024,0,LA
13,9/12/2024,0,LA
13,9/13/2024,0,LA
13,9/14/2024,0,LA
13,9/15/2024,0,LA
13,9/16/2024,0,LA
13,9/17/2024,0,LA
13,9/18/2024,0,LA
13,9/19/2024,0,LA
13,9/20/2024,0,LA
13,9/21/2024,0,LA
13,9/22/2024,0,LA
13,9/23/2024,0,LA
13,9/24/2024,0,LA
13,9/25/2024,0,LA
13,9/26/2024,0,LA
13,9/27/2024,0,LA
13,9/28/2024,0,LA
13,9/29/2024,0,LA
13,9/30/2024,0,LA
13,10/1/2024,0,LA
13,10/2/2024,0,LA
13,10/3/2024,0,LA
13,10/4/2024,0,LA
13,10/5/2024,0,LA
13,10/6/2024,0,LA
13,10/7/2024,0,LA
13,10/8/2024,0,LA
13,10/9/2024,0,LA
13,10/10/2024,0,LA
13,10/11/2024,0,LA
13,10/12/2024,0,LA
13,10/13/2024,0,LA
13,10/14/2024,0,LA
13,10/15/2024,0,LA
13,10/16/2024,0,LA
13,10/17/2024,0,LA
13,10/18/2024,0,LA
13,10/19/2024,0,LA
13,10/20/2024,0,LA
13,10/21/2024,0,LA
13,10/22/2024,0,LA
13,10/23/2024,0,LA
13,10/24/2024,0,LA
13,10/25/2024,0,LA
13,10/26/2024,0,LA
13,10/27/2024,0,LA
13,10/28/2024,0,LA
13,10/29/2024,0,LA
13,10/30/2024,0,LA
13,10/31/2024,0,LA
13,11/1/2024,0,LA
13,11/2/2024,0,LA
13,11/3/2024,0,LA
13,11/4/2024,0,LA
13,11/5/2024,0,LA
13,11/6/2024,0,LA
13,11/7/2024,0,LA
13,11/8/2024,0,LA
13,11/9/2024,0,LA
13,11/10/2024,0,LA
13,11/11/2024,0,LA
13,11/12/2024,0,LA
13,11/13/2024,0,LA
13,11/14/2024,0,LA
13,11/15/2024,0,LA
13,11/16/2024,0,LA
13,11/17/2024,0,LA
13,11/18/2024,0,LA
13,11/19/2024,0,LA
13,11/20/2024,0,LA
13,11/21/2024,0,LA
13,11/22/2024,0,LA
13,11/23/2024,0,LA
13,11/24/2024,0,LA
13,11/25/2024,0,LA
13,11/26/2024,0,LA
13,11/27/2024,0,LA
13,11/28/2024,0,LA
13,11/29/2024,0,LA
13,11/30/2024,0,LA
13,12/1/2024,0,LA
13,12/2/2024,0,LA
13,12/3/2024,0,LA
13,12/4/2024,0,LA
13,12/5/2024,0,LA
13,12/6/2024,0,LA
13,12/7/2024,0,LA
13,12/8/2024,0,LA
13,12/9/2024,0,LA
13,12/10/2024,0,LA
13,12/11/2024,0,LA
13,12/12/2024,0,LA
13,12/13/2024,0,LA
13,12/14/2024,0,LA
13,12/15/2024,0,LA
13,12/16/2024,0,LA
13,12/17/2024,0,LA
13,12/18/2024,0,LA
13,12/19/2024,0,LA
13,12/20/2024,0,LA
13,12/21/2024,0,LA
13,12/22/2024,0,LA
13,12/23/2024,0,LA
13,12/24/2024,0,LA
13,12/25/2024,0,LA
13,12/26/2024,0,LA
13,12/27/2024,0,LA
13,12/28/2024,0,LA
13,12/29/2024,0,LA
13,12/30/2024,0,LA
13,12/31/2024,0,LA
13,1/1/2025,0,LA
13,1/2/2025,0,LA
13,1/3/2025,0,LA
13,1/4/2025,0,LA
13,1/5/2025,0,LA
13,1/6/2025,0,LA
13,1/7/2025,0,LA
13,1/8/2025,0,LA
13,1/9/2025,0,LA
13,1/10/2025,1,LA
13,1/11/2025,1,LA
13,1/12/2025,1,LA
13,1/13/2025,1,LA
13,1/14/2025,1,LA
13,1/15/2025,1,LA
13,1/16/2025,1,LA
13,1/17/2025,1,LA
13,1/18/2025,1,LA
13,1/19/2025,1,LA
13,1/20/2025,1,LA
13,1/21/2025,1,LA
13,1/22/2025,1,LA
13,1/23/2025,1,LA
13,1/24/2025,1,LA
13,1/25/2025,1,LA
13,1/26/2025,1,LA
13,1/27/2025,1,LA
13,1/28/2025,1,LA
13,1/29/2025,1,LA
13,1/30/2025,1,LA
13,1/31/2025,1,LA
13,2/1/2025,1,LA
13,2/2/2025,1,LA
13,2/3/2025,1,LA
13,2/4/2025,1,LA
13,2/5/2025,0,LA
13,2/6/2025,0,LA
13,2/7/2025,0,LA
13,2/8/2025,0,LA
15,5/31/2022,0,LA
15,6/1/2022,0,LA
15,6/2/2022,0,LA
15,6/3/2022,0,LA
15,6/4/2022,0,LA
15,6/5/2022,0,LA
15,6/6/2022,0,LA
15,6/7/2022,0,LA
15,6/8/2022,0,LA
15,6/9/2022,0,LA
15,6/10/2022,0,LA
15,6/11/2022,0,LA
15,6/12/2022,0,LA
15,6/13/2022,0,LA
15,6/14/2022,0,LA
15,6/15/2022,0,LA
15,6/16/2022,0,LA
15,6/17/2022,0,LA
15,6/18/2022,0,LA
15,6/19/2022,0,LA
15,6/20/2022,0,LA
15,6/21/2022,0,LA
15,6/22/2022,0,LA
15,6/23/2022,0,LA
15,6/24/2022,0,LA
15,6/25/2022,0,LA
15,6/26/2022,0,LA
15,6/27/2022,0,LA
15,6/28/2022,0,LA
15,6/29/2022,0,LA
15,6/30/2022,0,LA
15,7/1/2022,0,LA
15,7/2/2022,0,LA
15,7/3/2022,0,LA
15,7/4/2022,0,LA
15,7/5/2022,0,LA
15,7/6/2022,0,LA
15,7/7/2022,0,LA
15,7/8/2022,0,LA
15,7/9/2022,0,LA
15,7/10/2022,0,LA
15,7/11/2022,0,LA
15,7/12/2022,0,LA
15,7/13/2022,0,LA
15,7/14/2022,0,LA
15,7/15/2022,0,LA
15,7/16/2022,0,LA
15,7/17/2022,0,LA
15,7/18/2022,0,LA
15,7/19/2022,0,LA
15,7/20/2022,0,LA
15,7/21/2022,0,LA
15,7/22/2022,0,LA
15,7/23/2022,0,LA
15,7/24/2022,0,LA
15,7/25/2022,0,LA
15,7/26/2022,0,LA
15,7/27/2022,0,LA
15,7/28/2022,0,LA
15,7/29/2022,0,LA
15,7/30/2022,0,LA
15,7/31/2022,0,LA
15,8/1/2022,0,LA
15,8/2/2022,0,LA
15,8/3/2022,0,LA
15,8/4/2022,0,LA
15,8/5/2022,0,LA
15,8/6/2022,0,LA
15,8/7/2022,0,LA
15,8/8/2022,0,LA
15,8/9/2022,0,LA
15,8/10/2022,0,LA
15,8/11/2022,0,LA
15,8/12/2022,0,LA
15,8/13/2022,0,LA
15,8/14/2022,0,LA
15,8/15/2022,0,LA
15,8/16/2022,0,LA
15,8/17/2022,0,LA
15,8/18/2022,0,LA
15,8/19/2022,0,LA
15,8/20/2022,0,LA
15,8/21/2022,0,LA
15,8/22/2022,0,LA
15,8/23/2022,0,LA
15,8/24/2022,0,LA
15,8/25/2022,0,LA
15,8/26/2022,0,LA
15,8/27/2022,0,LA
15,8/28/2022,0,LA
15,8/29/2022,0,LA
15,8/30/2022,0,LA
15,8/31/2022,0,LA
15,9/1/2022,0,LA
15,9/2/2022,0,LA
15,9/3/2022,0,LA
15,9/4/2022,0,LA
15,9/5/2022,0,LA
15,9/6/2022,0,LA
15,9/7/2022,0,LA
15,9/8/2022,0,LA
15,9/9/2022,0,LA
15,9/10/2022,0,LA
15,9/11/2022,0,LA
15,9/12/2022,0,LA
15,9/13/2022,0,LA
15,9/14/2022,0,LA
15,9/15/2022,0,LA
15,9/16/2022,0,LA
15,9/17/2022,0,LA
15,9/18/2022,0,LA
15,9/19/2022,0,LA
15,9/20/2022,0,LA
15,9/21/2022,0,LA
15,9/22/2022,0,LA
15,9/23/2022,0,LA
15,9/24/2022,0,LA
15,9/25/2022,0,LA
15,9/26/2022,0,LA
15,9/27/2022,0,LA
15,9/28/2022,0,LA
15,9/29/2022,0,LA
15,9/30/2022,0,LA
15,10/1/2022,0,LA
15,10/2/2022,0,LA
15,10/3/2022,0,LA
15,10/4/2022,0,LA
15,10/5/2022,0,LA
15,10/6/2022,0,LA
15,10/7/2022,0,LA
15,10/8/2022,0,LA
15,10/9/2022,0,LA
15,10/10/2022,0,LA
15,10/11/2022,0,LA
15,10/12/2022,0,LA
15,10/13/2022,0,LA
15,10/14/2022,0,LA
15,10/15/2022,0,LA
15,10/16/2022,0,LA
15,10/17/2022,0,LA
15,10/18/2022,0,LA
15,10/19/2022,0,LA
15,10/20/2022,0,LA
15,10/21/2022,0,LA
15,10/22/2022,0,LA
15,10/23/2022,0,LA
15,10/24/2022,0,LA
15,10/25/2022,0,LA
15,10/26/2022,0,LA
15,10/27/2022,0,LA
15,10/28/2022,0,LA
15,10/29/2022,0,LA
15,10/30/2022,0,LA
15,10/31/2022,0,LA
15,11/1/2022,0,LA
15,11/2/2022,0,LA
15,11/3/2022,0,LA
15,11/4/2022,0,LA
15,11/5/2022,0,LA
15,11/6/2022,0,LA
15,11/7/2022,0,LA
15,11/8/2022,0,LA
15,11/9/2022,0,LA
15,11/10/2022,0,LA
15,11/11/2022,0,LA
15,11/12/2022,0,LA
15,11/13/2022,0,LA
15,11/14/2022,0,LA
15,11/15/2022,0,LA
15,11/16/2022,0,LA
15,11/17/2022,1,LA
15,11/18/2022,1,LA
15,11/19/2022,1,LA
15,11/20/2022,1,LA
15,11/21/2022,1,LA
15,11/22/2022,1,LA
15,11/23/2022,1,LA
15,11/24/2022,1,LA
15,11/25/2022,1,LA
15,11/26/2022,1,LA
15,11/27/2022,1,LA
15,11/28/2022,1,LA
15,11/29/2022,1,LA
15,11/30/2022,1,LA
15,12/1/2022,1,LA
15,12/2/2022,1,LA
15,12/3/2022,1,LA
15,12/4/2022,1,LA
15,12/5/2022,1,LA
15,12/6/2022,1,LA
15,12/7/2022,1,LA
15,12/8/2022,0,LA
15,12/9/2022,0,LA
15,12/10/2022,0,LA
15,12/11/2022,0,LA
15,12/12/2022,0,LA
15,12/13/2022,0,LA
15,12/14/2022,0,LA
15,12/15/2022,0,LA
15,12/16/2022,0,LA
15,12/17/2022,0,LA
15,12/18/2022,0,LA
15,12/19/2022,0,LA
15,12/20/2022,0,LA
15,12/21/2022,0,LA
15,12/22/2022,0,LA
15,12/23/2022,0,LA
15,12/24/2022,0,LA
15,12/25/2022,0,LA
15,12/26/2022,0,LA
15,12/27/2022,0,LA
15,12/28/2022,0,LA
15,12/29/2022,0,LA
15,12/30/2022,0,LA
15,12/31/2022,0,LA
15,1/1/2023,0,LA
15,1/2/2023,0,LA
15,1/3/2023,0,LA
15,1/4/2023,0,LA
15,1/5/2023,0,LA
15,1/6/2023,0,LA
15,1/7/2023,0,LA
15,1/8/2023,0,LA
15,1/9/2023,0,LA
15,1/10/2023,0,LA
15,1/11/2023,0,LA
15,1/12/2023,0,LA
